And-Left5-OverCrest	and <emphasis level="strong">left 5</emphasis> <emphasis level="strong">over crest</emphasis>
And-Left5-OverCrest-GoStraight	and <emphasis level="strong">left 5</emphasis> <emphasis level="strong">over crest</emphasis> <emphasis level="strong">go straight</emphasis>
And-Left5-Short	and <emphasis level="strong">left 5</emphasis> <emphasis level="strong">short</emphasis>
And-Left5-Tighten4-Late	and <emphasis level="strong">left 5</emphasis> <emphasis level="strong">tightens 4</emphasis> <emphasis level="strong">late</emphasis>
And-Left5-VeryLong-Tighten4-Late	and <emphasis level="strong">left 5</emphasis> <emphasis level="strong">very long</emphasis> <emphasis level="strong">tightens 4</emphasis> <emphasis level="strong">late</emphasis>
And-Left6	and <emphasis level="strong">left 6</emphasis>
And-Left6-Caution-DitchInside	and <emphasis level="strong">left 6</emphasis> <emphasis level="strong">caution</emphasis> <emphasis level="strong">ditch inside</emphasis>
And-LeftFlat	and <emphasis level="strong">flat left</emphasis>
And-LeftFlat-Long-OverCrest-KeepOut	and <emphasis level="strong">flat left</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">over crest</emphasis> <emphasis level="strong">keep out</emphasis>
And-LeftKink	and <emphasis level="strong">kink left</emphasis>
And-Right2	and <emphasis level="strong">right 2</emphasis>
And-Right2-Caution-DitchOutside	and <emphasis level="strong">right 2</emphasis> <emphasis level="strong">caution</emphasis> <emphasis level="strong">ditch outside</emphasis>
And-Right2-Late	and <emphasis level="strong">right 2</emphasis> <emphasis level="strong">late</emphasis>
And-Right2-Long	and <emphasis level="strong">right 2</emphasis> <emphasis level="strong">long</emphasis>
And-Right2-Long-Opens	and <emphasis level="strong">right 2</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">opens</emphasis>
And-Right2-Narrows	and <emphasis level="strong">right 2</emphasis> <emphasis level="strong">narrows</emphasis>
And-Right2-Opens	and <emphasis level="strong">right 2</emphasis> <emphasis level="strong">opens</emphasis>
And-Right2-ThroughTunnel	and <emphasis level="strong">right 2</emphasis> <emphasis level="strong">through tunnel</emphasis>
And-Right2-Tightens	and <emphasis level="strong">right 2</emphasis> <emphasis level="strong">tightens</emphasis>
And-Right2-TightensLate-DontCut	and <emphasis level="strong">right 2</emphasis> <emphasis level="strong">tightens late</emphasis> <emphasis level="strong">don't cut</emphasis>
And-Right3	and <emphasis level="strong">right 3</emphasis>
And-Right3-Cut	and <emphasis level="strong">right 3</emphasis> <emphasis level="strong">cut</emphasis>
And-Right3-KeepIn	and <emphasis level="strong">right 3</emphasis> <emphasis level="strong">keep in</emphasis>
And-Right3-Long	and <emphasis level="strong">right 3</emphasis> <emphasis level="strong">long</emphasis>
And-Right3-Narrows-DontCut	and <emphasis level="strong">right 3</emphasis> <emphasis level="strong">narrows</emphasis> <emphasis level="strong">don't cut</emphasis>
And-Right3-Opens	and <emphasis level="strong">right 3</emphasis> <emphasis level="strong">opens</emphasis>
And-Right3-OverCrest	and <emphasis level="strong">right 3</emphasis> <emphasis level="strong">over crest</emphasis>
And-Right3-Short	and <emphasis level="strong">right 3</emphasis> <emphasis level="strong">short</emphasis>
And-Right3-Short-KeepIn	and <emphasis level="strong">right 3</emphasis> <emphasis level="strong">short</emphasis> <emphasis level="strong">keep in</emphasis>
And-Right3-Tighten2-Late	and <emphasis level="strong">right 3</emphasis> <emphasis level="strong">tightens 2</emphasis> <emphasis level="strong">late</emphasis>
And-Right3-Tightens	and <emphasis level="strong">right 3</emphasis> <emphasis level="strong">tightens</emphasis>
And-Right3-TightensLate-SmallCut	and <emphasis level="strong">right 3</emphasis> <emphasis level="strong">tightens late</emphasis> <emphasis level="strong">small cut</emphasis>
And-Right3-VeryLong	and <emphasis level="strong">right 3</emphasis> <emphasis level="strong">very long</emphasis>
And-Right3-VeryLong-Opens	and <emphasis level="strong">right 3</emphasis> <emphasis level="strong">very long</emphasis> <emphasis level="strong">opens</emphasis>
And-Right3-VeryLong-TightensLate	and <emphasis level="strong">right 3</emphasis> <emphasis level="strong">very long</emphasis> <emphasis level="strong">tightens late</emphasis>
And-Right4	and <emphasis level="strong">right 4</emphasis>
And-Right4-BigCut	and <emphasis level="strong">right 4</emphasis> <emphasis level="strong">big cut</emphasis>
And-Right4-DontCut	and <emphasis level="strong">right 4</emphasis> <emphasis level="strong">don't cut</emphasis>
And-Right4-Long	and <emphasis level="strong">right 4</emphasis> <emphasis level="strong">long</emphasis>
And-Right4-Long-KeepIn	and <emphasis level="strong">right 4</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">keep in</emphasis>
And-Right4-Long-Opens	and <emphasis level="strong">right 4</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">opens</emphasis>
And-Right4-Long-OpensLate	and <emphasis level="strong">right 4</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">opens late</emphasis>
And-Right4-Long-OverCrest	and <emphasis level="strong">right 4</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">over crest</emphasis>
And-Right4-Long-Tighten2-Late	and <emphasis level="strong">right 4</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens 2</emphasis> <emphasis level="strong">late</emphasis>
And-Right4-Narrows	and <emphasis level="strong">right 4</emphasis> <emphasis level="strong">narrows</emphasis>
And-Right4-Narrows-OverBridge	and <emphasis level="strong">right 4</emphasis> <emphasis level="strong">narrows</emphasis> <emphasis level="strong">over bridge</emphasis>
And-Right4-Opens	and <emphasis level="strong">right 4</emphasis> <emphasis level="strong">opens</emphasis>
And-Right4-OverBumps	and <emphasis level="strong">right 4</emphasis> <emphasis level="strong">over bumps</emphasis>
And-Right4-OverCrest	and <emphasis level="strong">right 4</emphasis> <emphasis level="strong">over crest</emphasis>
And-Right4-Short	and <emphasis level="strong">right 4</emphasis> <emphasis level="strong">short</emphasis>
And-Right4-Tightens	and <emphasis level="strong">right 4</emphasis> <emphasis level="strong">tightens</emphasis>
And-Right4-TightensLate	and <emphasis level="strong">right 4</emphasis> <emphasis level="strong">tightens late</emphasis>
And-Right4-VeryLong	and <emphasis level="strong">right 4</emphasis> <emphasis level="strong">very long</emphasis>
And-Right4-VeryLong-TightensLate	and <emphasis level="strong">right 4</emphasis> <emphasis level="strong">very long</emphasis> <emphasis level="strong">tightens late</emphasis>
And-Right4-Widens	and <emphasis level="strong">right 4</emphasis> <emphasis level="strong">widens</emphasis>
And-Right5	and <emphasis level="strong">right 5</emphasis>
And-Right5-Brake	and <emphasis level="strong">right 5</emphasis> <emphasis level="strong">brake</emphasis>
And-Right5-Cut	and <emphasis level="strong">right 5</emphasis> <emphasis level="strong">cut</emphasis>
And-Right5-KeepIn	and <emphasis level="strong">right 5</emphasis> <emphasis level="strong">keep in</emphasis>
And-Right5-Long	and <emphasis level="strong">right 5</emphasis> <emphasis level="strong">long</emphasis>
And-Right5-Long-OverBumps	and <emphasis level="strong">right 5</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">over bumps</emphasis>
And-Right5-Short	and <emphasis level="strong">right 5</emphasis> <emphasis level="strong">short</emphasis>
And-Right5-Tighten4-Long	and <emphasis level="strong">right 5</emphasis> <emphasis level="strong">tightens 4</emphasis> <emphasis level="strong">long</emphasis>
And-Right6	and <emphasis level="strong">right 6</emphasis>
And-Right6-DontCut-Into	and <emphasis level="strong">right 6</emphasis> <emphasis level="strong">don't cut</emphasis> into
And-Right6-Long	and <emphasis level="strong">right 6</emphasis> <emphasis level="strong">long</emphasis>
And-Right6-Short	and <emphasis level="strong">right 6</emphasis> <emphasis level="strong">short</emphasis>
And-Right6-VeryLong-Tighten5-Late	and <emphasis level="strong">right 6</emphasis> <emphasis level="strong">very long</emphasis> <emphasis level="strong">tightens 5</emphasis> <emphasis level="strong">late</emphasis>
And-RightFlat	and <emphasis level="strong">flat right</emphasis>
And-RightKink	and <emphasis level="strong">kink right</emphasis>
And-RightSquare-DontCut	and <emphasis level="strong">square right</emphasis> <emphasis level="strong">don't cut</emphasis>
And-Sudden-Right3-KeepIn	and <emphasis level="strong">sudden</emphasis> <emphasis level="strong">right 3</emphasis> <emphasis level="strong">keep in</emphasis>
And-Sudden-Right3-Short	and <emphasis level="strong">sudden</emphasis> <emphasis level="strong">right 3</emphasis> <emphasis level="strong">short</emphasis>
And-Sudden-Right4-Opens	and <emphasis level="strong">sudden</emphasis> <emphasis level="strong">right 4</emphasis> <emphasis level="strong">opens</emphasis>
And-Sudden-Right5-Short	and <emphasis level="strong">sudden</emphasis> <emphasis level="strong">right 5</emphasis> <emphasis level="strong">short</emphasis>
And-TightensLate	and <emphasis level="strong">tightens late</emphasis>
Brake-And-StopAtMarshals	<emphasis level="strong">brake</emphasis> and <emphasis level="strong">stop at marshals</emphasis>
Brake-Into-Left1-Long	<emphasis level="strong">brake</emphasis> into <emphasis level="strong">left 1</emphasis> <emphasis level="strong">long</emphasis>
Brake-Into-Left2	<emphasis level="strong">brake</emphasis> into <emphasis level="strong">left 2</emphasis>
Brake-Into-Left3-Tightens	<emphasis level="strong">brake</emphasis> into <emphasis level="strong">left 3</emphasis> <emphasis level="strong">tightens</emphasis>
Brake-Into-LeftHP	<emphasis level="strong">brake</emphasis> into <emphasis level="strong">hairpin left</emphasis>
Brake-Into-Right1-Opens	<emphasis level="strong">brake</emphasis> into <emphasis level="strong">right 1</emphasis> <emphasis level="strong">opens</emphasis>
Brake-Into-Right2-Tightens	<emphasis level="strong">brake</emphasis> into <emphasis level="strong">right 2</emphasis> <emphasis level="strong">tightens</emphasis>
Brake-Into-Right2-VeryLong-TightensLate	<emphasis level="strong">brake</emphasis> into <emphasis level="strong">right 2</emphasis> <emphasis level="strong">very long</emphasis> <emphasis level="strong">tightens late</emphasis>
Brake-Into-Right3	<emphasis level="strong">brake</emphasis> into <emphasis level="strong">right 3</emphasis>
Brake-Into-Right4-Long	<emphasis level="strong">brake</emphasis> into <emphasis level="strong">right 4</emphasis> <emphasis level="strong">long</emphasis>
Brake-Into-RightHP	<emphasis level="strong">brake</emphasis> into <emphasis level="strong">hairpin right</emphasis>
Brake-KeepRight-Right4	<emphasis level="strong">brake</emphasis> <emphasis level="strong">keep right</emphasis> <emphasis level="strong">right 4</emphasis>
Brake-Left1	<emphasis level="strong">brake</emphasis> <emphasis level="strong">left 1</emphasis>
Brake-Left2-Long	<emphasis level="strong">brake</emphasis> <emphasis level="strong">left 2</emphasis> <emphasis level="strong">long</emphasis>
Brake-Left3	<emphasis level="strong">brake</emphasis> <emphasis level="strong">left 3</emphasis>
Brake-Left3-Tighten2	<emphasis level="strong">brake</emphasis> <emphasis level="strong">left 3</emphasis> <emphasis level="strong">tightens 2</emphasis>
Brake-Left3-Tightens	<emphasis level="strong">brake</emphasis> <emphasis level="strong">left 3</emphasis> <emphasis level="strong">tightens</emphasis>
Brake-Left4	<emphasis level="strong">brake</emphasis> <emphasis level="strong">left 4</emphasis>
Brake-Left4-Tightens	<emphasis level="strong">brake</emphasis> <emphasis level="strong">left 4</emphasis> <emphasis level="strong">tightens</emphasis>
Brake-LeftAcuteHP	<emphasis level="strong">brake</emphasis> <emphasis level="strong">acute hairpin left</emphasis>
Brake-LeftHP	<emphasis level="strong">brake</emphasis> <emphasis level="strong">hairpin left</emphasis>
Brake-Right2-Long	<emphasis level="strong">brake</emphasis> <emphasis level="strong">right 2</emphasis> <emphasis level="strong">long</emphasis>
Brake-Right2-Opens	<emphasis level="strong">brake</emphasis> <emphasis level="strong">right 2</emphasis> <emphasis level="strong">opens</emphasis>
Brake-Right2-Tighten1	<emphasis level="strong">brake</emphasis> <emphasis level="strong">right 2</emphasis> <emphasis level="strong">tightens 1</emphasis>
Brake-Right3-Long-TightensLate	<emphasis level="strong">brake</emphasis> <emphasis level="strong">right 3</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens late</emphasis>
Brake-Right4	<emphasis level="strong">brake</emphasis> <emphasis level="strong">right 4</emphasis>
Brake-Right5	<emphasis level="strong">brake</emphasis> <emphasis level="strong">right 5</emphasis>
Brake-Right5-Tightens	<emphasis level="strong">brake</emphasis> <emphasis level="strong">right 5</emphasis> <emphasis level="strong">tightens</emphasis>
Brake-RightHP	<emphasis level="strong">brake</emphasis> <emphasis level="strong">hairpin right</emphasis>
Caution-BadCamber	<emphasis level="strong">caution</emphasis> <emphasis level="strong">bad camber</emphasis>
Caution-Brake	<emphasis level="strong">caution</emphasis> <emphasis level="strong">brake</emphasis>
Caution-Brake-Left5	<emphasis level="strong">caution</emphasis> <emphasis level="strong">brake</emphasis> <emphasis level="strong">left 5</emphasis>
Caution-Brake-Left5-OverCrest	<emphasis level="strong">caution</emphasis> <emphasis level="strong">brake</emphasis> <emphasis level="strong">left 5</emphasis> <emphasis level="strong">over crest</emphasis>
Caution-Brake-Left6	<emphasis level="strong">caution</emphasis> <emphasis level="strong">brake</emphasis> <emphasis level="strong">left 6</emphasis>
Caution-Brake-LeftKink-Into	<emphasis level="strong">caution</emphasis> <emphasis level="strong">brake</emphasis> <emphasis level="strong">kink left</emphasis> into
Caution-Brake-Right3	<emphasis level="strong">caution</emphasis> <emphasis level="strong">brake</emphasis> <emphasis level="strong">right 3</emphasis>
Caution-Brake-Right5	<emphasis level="strong">caution</emphasis> <emphasis level="strong">brake</emphasis> <emphasis level="strong">right 5</emphasis>
Caution-Brake-Right5-Tightens	<emphasis level="strong">caution</emphasis> <emphasis level="strong">brake</emphasis> <emphasis level="strong">right 5</emphasis> <emphasis level="strong">tightens</emphasis>
Caution-Brake-RightChicane-Narrows	<emphasis level="strong">caution</emphasis> <emphasis level="strong">brake</emphasis> <emphasis level="strong">chicane right</emphasis> <emphasis level="strong">narrows</emphasis>
Caution-Brake-RightChicaneEntry	<emphasis level="strong">caution</emphasis> <emphasis level="strong">brake</emphasis> <emphasis level="strong">chicane right entry</emphasis>
Caution-Bumps	<emphasis level="strong">caution</emphasis> <emphasis level="strong">bumps</emphasis>
Caution-GoRight-OverJumpSmall	<emphasis level="strong">caution</emphasis> <emphasis level="strong">go right</emphasis> <emphasis level="strong">over small jump</emphasis>
Caution-HeavyBrake-Left1-DontCut	<emphasis level="strong">caution</emphasis> <emphasis level="strong">heavy brake</emphasis> <emphasis level="strong">left 1</emphasis> <emphasis level="strong">don't cut</emphasis>
Caution-HeavyBrake-RightHP-Narrows	<emphasis level="strong">caution</emphasis> <emphasis level="strong">heavy brake</emphasis> <emphasis level="strong">hairpin right</emphasis> <emphasis level="strong">narrows</emphasis>
Caution-Into-Right4-Long-Tightens	<emphasis level="strong">caution</emphasis> into <emphasis level="strong">right 4</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens</emphasis>
Caution-Into-Right4-VeryLong-Tightens	<emphasis level="strong">caution</emphasis> into <emphasis level="strong">right 4</emphasis> <emphasis level="strong">very long</emphasis> <emphasis level="strong">tightens</emphasis>
Caution-KeepIn	<emphasis level="strong">caution</emphasis> <emphasis level="strong">keep in</emphasis>
Caution-KeepRight-Narrows	<emphasis level="strong">caution</emphasis> <emphasis level="strong">keep right</emphasis> <emphasis level="strong">narrows</emphasis>
Caution-KinksStartingLeft-OverCrest	<emphasis level="strong">caution</emphasis> <emphasis level="strong">kinks starting left</emphasis> <emphasis level="strong">over crest</emphasis>
Caution-KinksStartingRight-OverBumps	<emphasis level="strong">caution</emphasis> <emphasis level="strong">kinks starting right</emphasis> <emphasis level="strong">over bumps</emphasis>
Caution-Left2-Late-KeepIn	<emphasis level="strong">caution</emphasis> <emphasis level="strong">left 2</emphasis> <emphasis level="strong">late</emphasis> <emphasis level="strong">keep in</emphasis>
Caution-Left2-Short-DontCut	<emphasis level="strong">caution</emphasis> <emphasis level="strong">left 2</emphasis> <emphasis level="strong">short</emphasis> <emphasis level="strong">don't cut</emphasis>
Caution-Left2-Tightens	<emphasis level="strong">caution</emphasis> <emphasis level="strong">left 2</emphasis> <emphasis level="strong">tightens</emphasis>
Caution-Left3	<emphasis level="strong">caution</emphasis> <emphasis level="strong">left 3</emphasis>
Caution-Left3-AtJunction-Narrows-OverCrest	<emphasis level="strong">caution</emphasis> <emphasis level="strong">left 3</emphasis> <emphasis level="strong">at junction</emphasis> <emphasis level="strong">narrows</emphasis> <emphasis level="strong">over crest</emphasis>
Caution-Left3-DontCut	<emphasis level="strong">caution</emphasis> <emphasis level="strong">left 3</emphasis> <emphasis level="strong">don't cut</emphasis>
Caution-Left3-KeepIn	<emphasis level="strong">caution</emphasis> <emphasis level="strong">left 3</emphasis> <emphasis level="strong">keep in</emphasis>
Caution-Left3-Long-Tightens	<emphasis level="strong">caution</emphasis> <emphasis level="strong">left 3</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens</emphasis>
Caution-Left3-Narrows-OverBridge	<emphasis level="strong">caution</emphasis> <emphasis level="strong">left 3</emphasis> <emphasis level="strong">narrows</emphasis> <emphasis level="strong">over bridge</emphasis>
Caution-Left3-Tighten2-Late	<emphasis level="strong">caution</emphasis> <emphasis level="strong">left 3</emphasis> <emphasis level="strong">tightens 2</emphasis> <emphasis level="strong">late</emphasis>
Caution-Left3-Tightens	<emphasis level="strong">caution</emphasis> <emphasis level="strong">left 3</emphasis> <emphasis level="strong">tightens</emphasis>
Caution-Left4	<emphasis level="strong">caution</emphasis> <emphasis level="strong">left 4</emphasis>
Caution-Left4-Brake	<emphasis level="strong">caution</emphasis> <emphasis level="strong">left 4</emphasis> <emphasis level="strong">brake</emphasis>
Caution-Left4-DontCut	<emphasis level="strong">caution</emphasis> <emphasis level="strong">left 4</emphasis> <emphasis level="strong">don't cut</emphasis>
Caution-Left4-Long-Tightens-KeepIn	<emphasis level="strong">caution</emphasis> <emphasis level="strong">left 4</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens</emphasis> <emphasis level="strong">keep in</emphasis>
Caution-Left5	<emphasis level="strong">caution</emphasis> <emphasis level="strong">left 5</emphasis>
Caution-Left5-Long-DontCut	<emphasis level="strong">caution</emphasis> <emphasis level="strong">left 5</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">don't cut</emphasis>
Caution-Left6-Brake	<emphasis level="strong">caution</emphasis> <emphasis level="strong">left 6</emphasis> <emphasis level="strong">brake</emphasis>
Caution-LeftHP	<emphasis level="strong">caution</emphasis> <emphasis level="strong">hairpin left</emphasis>
Caution-LeftHP-Tightens	<emphasis level="strong">caution</emphasis> <emphasis level="strong">hairpin left</emphasis> <emphasis level="strong">tightens</emphasis>
Caution-LeftHP-TightensLate	<emphasis level="strong">caution</emphasis> <emphasis level="strong">hairpin left</emphasis> <emphasis level="strong">tightens late</emphasis>
Caution-LeftSquare-DontCut	<emphasis level="strong">caution</emphasis> <emphasis level="strong">square left</emphasis> <emphasis level="strong">don't cut</emphasis>
Caution-LogsInside	<emphasis level="strong">caution</emphasis> <emphasis level="strong">logs inside</emphasis>
Caution-OverCrest-Into-Right4	<emphasis level="strong">caution</emphasis> <emphasis level="strong">over crest</emphasis> into <emphasis level="strong">right 4</emphasis>
Caution-Right2	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 2</emphasis>
Caution-Right3	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 3</emphasis>
Caution-Right3-Brake	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 3</emphasis> <emphasis level="strong">brake</emphasis>
Caution-Right3-Long-Narrows-TightensLate	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 3</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">narrows</emphasis> <emphasis level="strong">tightens late</emphasis>
Caution-Right3-Narrows	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 3</emphasis> <emphasis level="strong">narrows</emphasis>
Caution-Right3-Opens	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 3</emphasis> <emphasis level="strong">opens</emphasis>
Caution-Right3-OverCrest	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 3</emphasis> <emphasis level="strong">over crest</emphasis>
Caution-Right3-Tighten2	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 3</emphasis> <emphasis level="strong">tightens 2</emphasis>
Caution-Right4	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 4</emphasis>
Caution-Right4-Brake	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 4</emphasis> <emphasis level="strong">brake</emphasis>
Caution-Right4-Long-Tightens	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 4</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens</emphasis>
Caution-Right4-Opens	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 4</emphasis> <emphasis level="strong">opens</emphasis>
Caution-Right4-Tighten2-Late	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 4</emphasis> <emphasis level="strong">tightens 2</emphasis> <emphasis level="strong">late</emphasis>
Caution-Right5	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 5</emphasis>
Caution-Right5-Brake	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 5</emphasis> <emphasis level="strong">brake</emphasis>
Caution-Right5-Bumps	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 5</emphasis> <emphasis level="strong">bumps</emphasis>
Caution-Right5-KeepIn	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 5</emphasis> <emphasis level="strong">keep in</emphasis>
Caution-Right5-Long-Tighten3-Late	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 5</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens 3</emphasis> <emphasis level="strong">late</emphasis>
Caution-Right5-OverBumps	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 5</emphasis> <emphasis level="strong">over bumps</emphasis>
Caution-Right5-OverCrest-DontCut-KeepIn	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 5</emphasis> <emphasis level="strong">over crest</emphasis> <emphasis level="strong">don't cut</emphasis> <emphasis level="strong">keep in</emphasis>
Caution-Right5-Tightens	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 5</emphasis> <emphasis level="strong">tightens</emphasis>
